1.278221411764636439e+00,7.032686228545557139e-01,1.436464560406074398e-01,1.073618027287722265e+00,1.476821899483420353e+00,1.171595927814788052e+00,1.128366930611175212e+00,1.482040112495981443e+00,1.726863668671374974e+00,6.809468533416085378e-01,2.819384348428191078e-01,1.276947515107452080e+00,6.842251724505394872e-01,1.771004296653269749e+00,1.959260317297360832e+00,2.050229353617927242e-01,9.530278389116035864e-01,2.319352894254074204e-01,4.261157309586709463e-01,1.457713335084588557e+00
1.445954447898457840e+00,1.126916085437375648e+00,1.422558140217763167e+00,1.787664823200842745e+00,1.733085429036795855e+00,7.010592511223610046e-01,4.751672974762568558e-01,1.021972390381256535e+00,1.145484801249437412e+00,1.363993372134331583e+00,5.663518632507960060e-01,1.224347371619940894e+00,5.721481527993510507e-01,3.465838549927191536e-02,1.610788592644993189e+00,1.108804341183902142e-01,8.273226743430219798e-01,1.267428197341421869e+00,3.959265426996974035e-01,1.306408984502506199e+00
1.936737785530934453e+00,1.611259536116456337e+00,1.586121109355342229e+00,1.304385456171967883e+00,3.306296611035799415e-01,8.374170191544527686e-01,1.033603448542830483e+00,3.299546703704152595e-01,1.797313333272372526e+00,5.441274458767515476e-01,8.835715012121405643e-01,8.280769494784430140e-01,1.861788279916893885e-01,1.020772163812669664e+00,5.987275972413863556e-01,4.466442901715761415e-01,3.440117406703959713e-01,1.014347118721866003e+00,4.395069922429952758e-01,1.459325823991694193e+00
7.260104358263486102e-01,1.872272680555121527e+00,1.222863368158444430e-01,1.960333941250720358e-01,3.386535950984788101e-01,1.447199440832827699e+00,1.840433690657837129e+00,1.058305508614338475e+00,9.209872702540180534e-01,5.771570148524436394e-01,8.613482306127981936e-01,1.487626122199528167e+00,1.667763090993856334e+00,1.661057588698519050e+00,5.774706226907857509e-01,1.925933273446063465e+00,1.866935437009096255e-01,1.941315671496799622e+00,5.612905313412139829e-01,7.520841604849575202e-01
1.806640581773754750e+00,1.580314627038164943e+00,6.068605269283435799e-01,1.957349752785833008e-01,1.044097067246757771e+00,4.255814853716486379e-01,1.319696365928080706e+00,7.881191414165786835e-01,6.430260615049836481e-01,7.936374377055690488e-01,4.941237786311223346e-01,1.423767184372358940e+00,1.104374658463144421e+00,2.852116872984113982e-01,1.774808217475716487e+00,1.327688785513467806e+00,2.757822645334624401e-01,1.276830611395895376e+00,1.908799851537433367e+00,2.815020006696946631e-01
1.549082802758194433e+00,8.347387402219790253e-01,3.734959399827482152e-01,1.491784544507981369e-01,1.633891782791278890e+00,4.607696919543435854e-02,5.421862547160194445e-02,5.361744185939378848e-01,6.474563489835549746e-04,6.663218097306238263e-01,5.483295520412911905e-01,1.357868912609281997e+00,1.819121663480179008e+00,9.626082750086371043e-01,1.826676394904479528e+00,1.877599296039667021e+00,1.143596591759584724e+00,9.870135469801781802e-01,1.698217376498628806e+00,3.751286160069318143e-01
1.715209645722790333e+00,9.911730728882954811e-01,6.393830275403515895e-01,1.628688305283435112e+00,1.530935814022178709e+00,1.201613928801410935e+00,1.424010171083535781e+00,1.626350377292206328e+00,4.191850421498091173e-01,1.905912470560156668e+00,2.478536103559625392e-01,7.242554769910711787e-01,1.240440466030491073e+00,1.224303586499302599e+00,4.205046866694337471e-01,3.900356003868081789e-01,1.975160273447427839e+00,1.760536855662826694e+00,9.959383670803878541e-01,3.095685976347168911e-01
1.520218294819179805e+00,3.940076613521779070e-01,1.019818075224801390e+00,1.831533380935852939e+00,9.113074183334239908e-01,1.421357498718264445e+00,1.057256238526842029e+00,2.543425565085917217e-01,5.219826209255566951e-01,1.844982163234593964e+00,1.862997185285629742e+00,9.979943424332924362e-01,5.499402599128968561e-01,1.609529392802598213e+00,1.237375639493971891e+00,1.138345970085610004e+00,1.007487321756090681e+00,5.434969845264241428e-01,6.167020810720915680e-01,1.694965627228615324e+00
1.349085712228427436e+00,1.329684773681171439e+00,9.090754057356020823e-02,9.688705329899354179e-01,3.748399214807094371e-01,1.437168831896092680e+00,9.980659251757471040e-01,1.233808604265225650e+00,2.592744926623886670e-01,6.929016881725467147e-01,4.326854458115312330e-01,5.383978608106252395e-01,2.929469324824331977e-01,8.848728902871234592e-01,1.502933863811168225e+00,1.284278929161025040e+00,7.397261342336587386e-01,3.372376656515507776e-01,9.813553501460856587e-01,1.639897373097377375e+00
2.749393515732598825e-01,1.290090483356083340e+00,9.405025149429342424e-01,1.582510101561427351e-01,6.607557158759536087e-02,9.145801058670501860e-01,9.432227806033008921e-01,9.896019743569564042e-01,1.677320392124908022e+00,1.005640970078247820e+00,8.624570660444443870e-01,1.453939012541669573e+00,1.231647412394594632e+00,8.565920488989053894e-02,1.726209394311137846e-01,6.560043526570318306e-01,1.271781542601633896e+00,3.953360761588446959e-01,1.503024292285453090e-01,1.061091618078637611e+00
